STRAATNAAM;POSTCODE6;POSTCODE4;HSNR_laag;HSNR_hoog;HSNR_aant;BUURTCODE;BUURTNAAM;WIJKCODE;WIJKNAAM;STADSDEELCODE;STADSDEELNAAM;x_rd;y_rd;latitude;longitude
Valencehof;5627GD;5627.0;1;14;14.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158941.7971;387828.664699;51.479492796;5.4439437718
Valeriusstraat;5654GK;5654.0;1;17;9.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160241.6876;381069.378576;51.4187252198;5.46255507694
Valklaan;5613EC;5613.0;1;33;23.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162482.9745;383419.776042;51.4398268499;5.49482561419
Varenstraat;5644PR;5644.0;1;11;6.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162305.057338;381541.05425;51.4229419786;5.49222772243
Varèsepark;5653JR;5653.0;2;48;24.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159198.5308;381622.564738;51.4237063811;5.44756531499
Vauclusepad;5627CS;5627.0;1;39;20.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158862.2245;388592.431542;51.4863585794;5.44280672587
Veldmaarschalk Montgomerylaan;5612BA;5612.0;1;1;1.0;114;Fellenoord;11;Wijk Centrum;1;Stadsdeel Centrum;161170.8788;383972.087573;51.4448073037;5.47596396507
Veldmaarschalk Montgomerylaan;5612BB;5612.0;111;153;22.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161184.838545;384134.1602;51.4462639668;5.47616761443
Veldmaarschalk Montgomerylaan;5612BD;5612.0;199;241;22.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161196.86435;384186.11285;51.4467308195;5.47634151654
Veldmaarschalk Montgomerylaan;5612BE;5612.0;243;285;22.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161199.132927;384212.44465;51.4469674822;5.47637461366
Veldmaarschalk Montgomerylaan;5612BH;5612.0;343;389;24.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161212.09195;384334.529479;51.4480647186;5.47656318377
Veldmaarschalk Montgomerylaan;5623AX;5623.0;783;845;32.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;161211.89941;385098.30615;51.4549300501;5.47657390792
Veldmaarschalk Montgomerylaan;5623AZ;5623.0;847;909;32.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;161203.473357;385176.73555;51.4556351181;5.47645406328
Veldmaarschalk Montgomerylaan;5623LB;5623.0;252;298;24.0;431;Generalenbuurt;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161291.76685;385472.887476;51.4582961459;5.4777296942
Veldmaarschalk Montgomerylaan;5623LC;5623.0;300;346;24.0;431;Generalenbuurt;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161234.12105;385521.198246;51.4587310365;5.47690111877
Veldmaarschalk Montgomerylaan;5623LD;5623.0;348;406;30.0;431;Generalenbuurt;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161267.43245;385574.049321;51.4592057265;5.47738136437
Veldmaarschalk Montgomerylaan;5623LE;5623.0;408;500;25.0;431;Generalenbuurt;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161239.815507;385668.83755;51.4600580523;5.47698567497
Veluwelaan;5628AB;5628.0;1;49;29.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160267.9808;387613.260101;51.4775457323;5.46303112687
Veluwelaan;5628AC;5628.0;51;101;26.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160167.42135;387921.240398;51.4803149919;5.46158815666
Venbergsemolen;5612DZ;5612.0;141;267;64.0;414;Woenselse Watermolen;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161569.632814;384597.98435;51.4504287653;5.48171139946
Venetiëstraat;5632RN;5632.0;2;8;4.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162784.835405;388360.8533;51.4842363683;5.4992765724
Venstraat;5651AK;5651.0;1;45;23.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158859.2161;384106.318464;51.446034467;5.44271408174
Venstraat;5651AL;5651.0;47;79;17.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158952.822934;384046.4861;51.4454960033;5.44405990183
Venuslaan;5632HC;5632.0;145;183;20.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162025.140114;386621.1785;51.4686090552;5.48830473053
Venuslaan;5632HK;5632.0;357;375;20.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162047.2278;386791.982487;51.4701440758;5.48862603526
Venuslaan;5632HT;5632.0;641;689;25.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162111.0547;387371.935471;51.4753562643;5.48955638183
Venuslaan;5632HX;5632.0;2;48;24.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162094.4162;386787.110679;51.4700996917;5.48930508016
Verbeeklaan;5644DG;5644.0;1;15;8.0;224;Roosten;22;Wijk Kortonjo;2;Stadsdeel Stratum;162403.373;380596.776842;51.4144528923;5.49362138843
Verbruggenstraat;5642HD;5642.0;2;12;7.0;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163613.883436;383150.3429;51.4373888447;5.51108441049
Verdistraat;5654DL;5654.0;2;50;25.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159612.0774;381070.370779;51.4187396482;5.45350385006
Verdunplein;5627SZ;5627.0;1;17;17.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158838.52715;387407.846671;51.475710925;5.44245258151
Veronapad;5632TR;5632.0;1;16;11.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162996.85955;388324.080237;51.483902854;5.5023281655
Versantvoortstraat;5615AR;5615.0;2;28;22.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162059.1802;381741.904822;51.4247504936;5.48869670846
Verschaffeltstraat;5623ET;5623.0;2;26;15.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160981.482083;385867.834;51.4618495688;5.47327190684
Verwerstraat;5612EA;5612.0;49;81;18.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161166.98665;384795.700134;51.4522105216;5.47592242356
Verwerstraat;5612ED;5612.0;46;78;17.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161123.4752;384774.702716;51.4520222582;5.47529608022
Verwerstraat;5612EE;5612.0;80;134;23.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161025.058247;384647.9227;51.4508837379;5.47387803757
Vesaliuslaan;5644HK;5644.0;10;30;11.0;225;Eikenburg;22;Wijk Kortonjo;2;Stadsdeel Stratum;162119.621553;380382.61095;51.4125314805;5.48953825196
Vesaliuslaan;5644HL;5644.0;32;50;11.0;225;Eikenburg;22;Wijk Kortonjo;2;Stadsdeel Stratum;161946.833334;380420.0964;51.4128705819;5.4870553366
Vestdijk;5611CA;5611.0;1;61;170.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161593.75565;383339.305589;51.4391146435;5.4820348352
Vestdijk;5611CC;5611.0;2;34;76.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161491.5496;383409.01935;51.439742465;5.48056615649
Viandenhof;5625LN;5625.0;1;35;18.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161057.646394;387232.2695;51.4741131887;5.474391405
Victor Hugolaan;5629PD;5629.0;2;54;27.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160712.77425;388798.903446;51.4881987133;5.46945300965
Victoriapark;5611BM;5611.0;1;749;625.0;113;Witte Dame;11;Wijk Centrum;1;Stadsdeel Centrum;160887.390869;383476.4711;51.4403554093;5.47187793153
Vigliuslaan;5652NX;5652.0;2;36;18.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158561.234;383742.984401;51.4427705435;5.43842405593
Vijfkamplaan;5624EB;5624.0;1;31;24.0;511;Driehoeksbos;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159803.3411;387483.185096;51.4763806964;5.45634108309
Vijgenstraat;5632WE;5632.0;2;40;20.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162636.8942;387738.639365;51.4786455407;5.4971331887
Vincent van Goghstraat;5613JK;5613.0;2;52;29.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162836.708325;383296.4048;51.4387130958;5.499910474
Vinkenhofje;5613CN;5613.0;1;13;13.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162565.66935;383508.128484;51.4406199152;5.49601687943
Violierstraat;5644PX;5644.0;2;70;35.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162253.8041;381595.226968;51.4234295818;5.49149195699
Vioolstraat;5642TC;5642.0;1;39;20.0;328;Tongelresche Akkers;32;Wijk Doornakkers;3;Stadsdeel Tongelre;164253.65435;382956.991641;51.4356407294;5.52028039051
Virginia Woolflaan;5629MT;5629.0;2;16;13.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161187.56292;388609.4362;51.4864906347;5.4762856199
Vivaldistraat;5653BP;5653.0;87;127;21.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159363.17605;381841.22688;51.4256706126;5.44993521627
Vivaldistraat;5653BR;5653.0;2;50;25.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159494.51765;382200.795396;51.4289016247;5.45182825719
Vlaanderenlaan;5628SE;5628.0;2;48;24.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161281.6003;387633.231652;51.4777148386;5.47762204082
Vliegende Koffer;5629KL;5629.0;1;24;21.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161333.81345;388550.533815;51.4859595537;5.4783901755
Vliststraat;5626DV;5626.0;1;45;19.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158238.155046;387905.737;51.4801900704;5.43381546054
Vlokhovenseweg;5625WP;5625.0;4;42;20.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161704.84415;387135.913558;51.4732397359;5.48370495678
Vluttersven;5646JJ;5646.0;2;40;19.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163789.2294;381292.063784;51.4206826885;5.51355982815
Vogelvlinderstraat;5641BH;5641.0;1;16;16.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163928.49975;384629.022109;51.4506752835;5.51564667611
Vondellaan;5611NX;5611.0;7;23;13.0;213;Elzent-Noord;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161670.784904;382492.61435;51.4315031093;5.48312664956
Vonderweg;5616RM;5616.0;12;26;7.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160646.9386;383327.366354;51.4390176199;5.46841716999
Vonderweg;5616RW;5616.0;66;120;28.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160653.6555;383143.046841;51.4373607652;5.46851081241
Voornestraat;5628JE;5628.0;2;30;15.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160702.4665;387860.672992;51.4797653999;5.46928935568
Voornestraat;5628JG;5628.0;32;60;15.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160695.4491;387959.972844;51.4806580421;5.46918994981
Voorterweg;5611TS;5611.0;6;164;24.0;211;Irisbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162406.7149;382772.5215;51.4340099038;5.4937151832
Vredesplein;5612GK;5612.0;1;14;14.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160604.6341;384614.791292;51.4505902756;5.46782925115
Vrijkensven;5646HP;5646.0;1;39;20.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163689.7959;381230.530313;51.4201311266;5.51212880088
Vrijstraat;5611AT;5611.0;11;29;11.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161213.518006;383279.5042;51.4385814338;5.47656506128
Vrijstraat;5611AV;5611.0;2;24;11.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161238.825519;383338.7088;51.4391133244;5.47693008884
Vrijstraat;5611AW;5611.0;26;52;24.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161180.44475;383294.963409;51.4387207556;5.47608966666
Vuurpot;5629TH;5629.0;1;20;16.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161487.2875;389445.388082;51.4940013235;5.4806163091
Vuurvlinderstraat;5641DK;5641.0;1;47;24.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164313.80705;384936.005861;51.4534284113;5.52119783443
Vuurvlinderstraat;5641DN;5641.0;50;96;24.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164396.781885;384932.7645;51.4533978972;5.52239149599
Waalstraat;5626AV;5626.0;46;134;43.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157619.469304;387684.0569;51.4782006945;5.42490759965
Waddenzeelaan;5628HB;5628.0;2;2;1.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160416.7541;387884.349781;51.4799810477;5.46517682945
Waddenzeelaan;5628HC;5628.0;4;4;1.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160387.7275;387975.415145;51.480799881;5.46476038116
Waldeck Pyrmontstraat;5652AD;5652.0;1;32;39.0;621;Hurk;62;Wijk Halve Maan;6;Stadsdeel Strijp;159210.64255;382566.840334;51.4321940805;5.44775075636
Waleweinstraat;5625EH;5625.0;1;49;25.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160736.8126;387027.911586;51.4722796519;5.46977016876
Waleweinstraat;5625EJ;5625.0;2;46;23.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160769.140708;386991.5477;51.4719524589;5.4702348649
Wamberg;5653KT;5653.0;1;9;5.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158456.347683;381649.3882;51.4239525383;5.43689482865
Wapendragerstraat;5641GR;5641.0;1;29;15.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164490.274169;384356.27925;51.4482145055;5.52372100659
Wapendragerstraat;5641GS;5641.0;2;34;17.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164446.71295;384361.837533;51.4482651993;5.52309451797
Wapendragerstraat;5641GT;5641.0;36;74;20.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164523.7557;384304.6634;51.4477499834;5.52420124889
Wapperslaan;5645EV;5645.0;1;29;15.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163639.68895;382149.312243;51.4283905224;5.51143097879
Waterfront;5658SH;5658.0;173;209;19.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156158.987001;383202.61175;51.4379234115;5.40386945478
Waterfront;5658SL;5658.0;351;399;25.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;;;;
Waterland;5658PK;5658.0;64;124;23.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155905.651418;382915.81565;51.4353459626;5.40022523477
Waterland;5658PM;5658.0;206;238;17.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155878.577629;383005.65375;51.4361535318;5.39983610818
Waterlinie;5658NA;5658.0;1;65;33.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;;;;
Waterlinie;5658NB;5658.0;67;153;44.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;;;;
Waterlinie;5658NN;5658.0;465;555;46.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155865.62045;383278.579288;51.4386067917;5.39965044421
Waterroosstraat;5644ER;5644.0;2;54;27.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162387.92045;381046.910771;51.4184992033;5.49340870318
Waterstad;5658RE;5658.0;1;39;17.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155602.11895;383423.871984;51.4399131289;5.39586095999
Waterstad;5658RG;5658.0;53;103;20.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155669.76005;383401.769922;51.439714383;5.39683377449
Waterstad;5658RH;5658.0;123;169;15.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155624.87565;383541.469284;51.4409701477;5.39618847358
Waterwijk;5658RB;5658.0;31;87;29.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155353.6686;383158.44066;51.4375274681;5.39228731451
Waterwijk;5658RD;5658.0;151;191;21.0;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;155589.9759;383318.103722;51.4389624253;5.39568613049
Wattstraat;5621AG;5621.0;1;19;12.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160118.8714;384983.658719;51.4539105302;5.46084644345
Wattstraat;5621AH;5621.0;21;53;17.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160074.779558;384908.7909;51.4532379682;5.460211011
Wattstraat;5621AJ;5621.0;2;36;18.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160086.7736;384994.233127;51.4540058711;5.46038480403
Weegschaalstraat;5632CX;5632.0;2;44;22.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162811.8529;387133.033255;51.4731995623;5.4996382261
Wegastraat;5632GK;5632.0;1;47;24.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162132.94605;386988.492338;51.471909353;5.48986369608
Wegedoornlaan;5646AC;5646.0;2;32;15.0;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum;162987.111035;380838.17495;51.4166147703;5.50201784918
Weissenbruchlaan;5643VR;5643.0;2;36;18.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163332.483132;382094.0518;51.427898432;5.50701236723
Weisshorn;5624NT;5624.0;57;115;30.0;511;Driehoeksbos;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159550.526645;386923.04545;51.4713479003;5.45269477181
Weisshorn;5624NW;5624.0;169;175;2.0;511;Driehoeksbos;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159583.74945;386838.113779;51.470584209;5.45317182389
Weissmanstraat;5624JV;5624.0;1;9;5.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160131.953855;386604.3277;51.4684780497;5.46105833704
Wekkerstraat;5652AN;5652.0;1;59;15.0;621;Hurk;62;Wijk Halve Maan;6;Stadsdeel Strijp;157875.21795;382674.229581;51.4331677824;5.42854796896
Welschapsedijk;5652XH;5652.0;1;35;18.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;157959.202426;383463.2925;51.4402599772;5.42976235726
Welschapsedijk;5652XN;5652.0;52;86;18.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;157890.695;383631.761398;51.4417746458;5.42877841993
Welschapsedijk;5657BA;5657.0;209;251;19.0;632;Meerbos;63;Wijk Meerhoven;6;Stadsdeel Strijp;157588.857433;383570.94185;51.4412294313;5.42443657517
Westenbergstraat;5652VR;5652.0;2;48;24.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158098.611139;383466.3088;51.4402863382;5.43176746324
Westerlostraat;5628VL;5628.0;2;16;8.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161576.04905;388047.040179;51.4814310494;5.48186825139
Weteringstraat;5612GX;5612.0;12;28;9.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160547.2237;384689.950621;51.4512664264;5.46700453147
Weverstraat;5612CW;5612.0;1;35;19.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161155.770905;384382.6792;51.4484981391;5.47575383747
Wielantstraat;5652LP;5652.0;1;35;17.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158616.312209;383424.6736;51.4399090004;5.43921299862
Wilgenroosstraat;5644CH;5644.0;2;52;26.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162503.2304;381048.295368;51.4185101253;5.49506641219
Wilgenstraat;5651CB;5651.0;1;37;19.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;159407.29955;384357.443427;51.4482877171;5.45060117057
Wilgenstraat;5651CC;5651.0;2;40;20.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;159380.083;384356.418374;51.4482787159;5.45020964033
Wilhelminaplein;5611HE;5611.0;1;15;16.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160861.676212;383189.27085;51.4377741297;5.47150329827
Wilhelminaplein;5611HG;5611.0;16;25;17.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160827.680993;383198.82525;51.4378603641;5.4710145391
Willem Elsschotlaan;5644RM;5644.0;2;4;2.0;226;Sportpark Aalsterweg;22;Wijk Kortonjo;2;Stadsdeel Stratum;161199.401811;380561.0743;51.4141465072;5.47631416947
Willem Pijperstraat;5654BM;5654.0;2;20;15.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160347.659736;381161.78505;51.4195548357;5.46407992955
Willem Pompestraat;5652RS;5652.0;2;28;14.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158344.581419;383914.1898;51.4443107836;5.43530945697
Willem Schorerstraat;5652RR;5652.0;1;39;40.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158339.626534;383953.6957;51.4446659186;5.43523856149
Willem de Rijkelaan;5616EA;5616.0;1;3;2.0;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160335.027754;382840.983;51.4346487229;5.46392378491
Willem de Zwijgerstraat;5611JL;5611.0;2;24;19.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160884.721117;382946.05265;51.4355876812;5.47183066081
Willem de Zwijgerstraat;5616AE;5616.0;26;66;28.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160689.118662;382968.31085;51.4357897636;5.46901801147
Willem van Hornestraat;5611PV;5611.0;2;32;16.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161906.339775;382685.6092;51.4332350366;5.48651770644
Willem van Kesselstraat;5622JC;5622.0;100;146;24.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160710.698277;385752.11215;51.4608121991;5.46937356882
Willem van Millenberchstraat;5611PR;5611.0;1;27;15.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161975.260045;382592.3938;51.4323963048;5.4875069679
Willemstraat;5611HA;5611.0;1;13;27.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;161083.942689;383215.0651;51.4380036274;5.47470036876
Willemstraat;5611HB;5611.0;15;35;43.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160985.10108;383215.6613;51.438010046;5.47327883704
Willemstraat;5611HD;5611.0;2;34;113.0;113;Witte Dame;11;Wijk Centrum;1;Stadsdeel Centrum;160742.992046;383318.3311;51.4389354331;5.46979849578
Willemstraat;5616GE;5616.0;58;136;45.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160494.049195;383327.0485;51.439016276;5.46621825749
Willemstraat;5616GG;5616.0;97;143;16.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160511.607726;383287.7922;51.4386632424;5.46647017515
Wilrijkstraat;5628RN;5628.0;1;19;16.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161627.58035;387782.43838;51.4790520336;5.48260508812
Winkelcentrum Woensel;5625AA;5625.0;1;12;12.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161298.277582;386611.18715;51.4685278542;5.47784377552
Winkelcentrum Woensel;5625AB;5625.0;13;33;24.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161214.193451;386553.6516;51.4680116225;5.47663264765
Winkelcentrum Woensel;5625AD;5625.0;59;81;30.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161208.531281;386786.73535;51.4701067934;5.47655527994
Winkelcentrum Woensel;5625AE;5625.0;83;105;30.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161052.357529;386811.9694;51.4703353157;5.4743080373
Winkelstraat;5644EK;5644.0;1;18;20.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162336.447136;381207.95495;51.4199474497;5.49267208392
Winselerhof;5625LW;5625.0;1;25;13.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161050.809532;387012.9327;51.472141721;5.47428922021
Winterjanstraat;5632MJ;5632.0;1;39;20.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162343.319441;387731.4275;51.4785846252;5.49290707261
Winterjanstraat;5632ML;5632.0;2;28;14.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162388.336532;387709.7475;51.4783891619;5.49355463005
Witven;5645KJ;5645.0;1;23;17.0;230;Puttense Dreef;23;Wijk Putten;2;Stadsdeel Stratum;164007.179222;381838.42385;51.4255902958;5.51670716031
Woenselse Markt;5612CS;5612.0;36;65;56.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160858.81545;384685.852955;51.4512264356;5.47148708653
Woldberglaan;5628DL;5628.0;1;32;28.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160346.01975;388139.061471;51.4822712379;5.46416246815
Wolvendijk;5641AR;5641.0;127;169;22.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164395.2237;384682.376694;51.4511472751;5.52236239186
Wuustwezelstraat;5628RP;5628.0;1;20;18.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161567.8454;387809.712986;51.4792978961;5.48174571456
