STRAATNAAM;POSTCODE6;POSTCODE4;HSNR_laag;HSNR_hoog;HSNR_aant;BUURTCODE;BUURTNAAM;WIJKCODE;WIJKNAAM;STADSDEELCODE;STADSDEELNAAM;x_rd;y_rd;latitude;longitude
's Gravesandestraat;5612JN;5612.0;2;48;24.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160286.391033;384594.4951;51.4504109203;5.46325070265
's-Gravenbrakelstraat;5628VS;5628.0;1;12;12.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161967.900489;387908.73135;51.4801831222;5.48750649671
't College;5611EH;5611.0;1;111;88.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161561.367121;383135.5634;51.4372836512;5.48156521236
't Hofke;5641AH;5641.0;1;39;18.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164175.952035;384354.0513;51.4481996886;5.5191993541
't Hofke;5641AJ;5641.0;41;89;17.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164243.67675;384463.79231;51.4491850047;5.52017647193
't Hofke;5641AL;5641.0;2;34;21.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164161.307855;384286.22335;51.4475902452;5.5189869284
't Hofke;5641AM;5641.0;36;78;21.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164302.45375;384454.229933;51.4490980839;5.52102175743
't Hofke;5641AN;5641.0;80;196;94.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164073.54745;384385.064937;51.4484801187;5.51772704132
1e Bottelroosstraat;5644EV;5644.0;1;15;15.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162521.563076;381140.8961;51.4193422387;5.49533193724
1e Franklinstraat;5621GG;5621.0;1;28;19.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159991.880006;384949.35985;51.4536033706;5.4590189253
1e Lieven de Keylaan;5622GG;5622.0;88;122;14.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160466.80069;386359.32865;51.4662726824;5.46587352111
1e Lieven de Keylaan;5624LC;5624.0;1;15;8.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159961.241737;386092.52695;51.4638791816;5.45859427789
2e Franklinstraat;5621GL;5621.0;9;33;14.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159790.4157;384868.411166;51.4528775022;5.45611936505
2e Franklinstraat;5621GM;5621.0;38;76;20.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159807.87111;384925.7047;51.4533923455;5.45637127506
2e Kruizemuntstraat;5643EA;5643.0;29;45;9.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162937.7575;381128.412043;51.4192243142;5.5013149178
2e Terborgstraat;5651BB;5651.0;1;7;6.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;159090.2413;384127.3912;51.4462222496;5.44603752313
Aakstraat;5616KP;5616.0;1;23;22.0;614;Schouwbroek;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159530.504872;383201.74655;51.4378985607;5.45235861734
Aalsterweg;5615CA;5615.0;1;55;18.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161936.6291;382030.92396;51.4273499145;5.48694038273
Aalsterweg;5615CB;5615.0;57;89;54.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161904.12645;381868.212137;51.4258877506;5.486469848
Aalsterweg;5615CE;5615.0;2;16;23.0;217;Looiakkers;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161899.0193;382147.390493;51.4283972559;5.48640188658
Aalsterweg;5644RE;5644.0;283;291;92.0;225;Eikenburg;22;Wijk Kortonjo;2;Stadsdeel Stratum;161857.151;379899.737168;51.4081943371;5.48575610941
Aanschot;5629BJ;5629.0;76;80;3.0;533;Blixembosch-West;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160476.7455;388966.47038;51.4897072617;5.46605731095
Aarschotlaan;5628TN;5628.0;1;36;24.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161678.44295;387910.566337;51.4802031282;5.48333969131
Abraham van Diepenbeeckstraat;5613HA;5613.0;1;37;19.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162925.3969;383203.717239;51.4378787175;5.50118392672
Abrikozenstraat;5632SN;5632.0;1;47;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162723.82;388046.330511;51.4814100784;5.49839123912
Acaciastraat;5616LK;5616.0;1;31;16.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159716.449178;383939.43235;51.4445278471;5.45504276256
Achelstraat;5628PL;5628.0;2;24;12.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161234.889507;388270.28225;51.4834415789;5.47696097255
Achilleslaan;5631BS;5631.0;1;35;18.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162427.85835;385523.784552;51.4587397927;5.49407733157
Achterbeekseweg;5644BA;5644.0;1;4;5.0;224;Roosten;22;Wijk Kortonjo;2;Stadsdeel Stratum;162386.8097;379945.698692;51.4086007772;5.49336965112
Adelaertstraat;5625HD;5625.0;2;48;24.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160710.950324;387360.7852;51.4752719991;5.46940335066
Adriaan Dorsmanstraat;5624BJ;5624.0;2;24;12.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159898.8321;386105.65145;51.4639977004;5.45769637411
Adriaan Mulderweg;5657EM;5657.0;4;20;11.0;637;Flight Forum;63;Wijk Meerhoven;6;Stadsdeel Strijp;155751.162;384814.916838;51.4524165936;5.39800760214
Aelbert Cuypstraat;5613GK;5613.0;1;26;21.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;163023.7689;383381.125794;51.4394719901;5.50260275401
Aeneaslaan;5631LA;5631.0;17;39;12.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162344.877926;385741.2535;51.4606956346;5.49288790621
Agamemnonlaan;5631BX;5631.0;2;22;11.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162275.414339;385585.0888;51.4592928267;5.49188515036
Agatha Christielaan;5629MB;5629.0;1;28;28.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160951.30435;388540.192851;51.485870782;5.47288295055
Airbornelaan;5632JA;5632.0;1;47;24.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162750.068971;387332.6308;51.4749945277;5.49875336508
Airbornelaan;5632JB;5632.0;49;79;16.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162576.583155;387351.206;51.4751638568;5.49625666351
Airbornelaan;5632JD;5632.0;2;50;25.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162819.07102;387361.0124;51.4752486849;5.49974719123
Airbornelaan;5632JE;5632.0;52;84;17.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162646.092162;387379.32675;51.4754156837;5.49725777082
Ajaxlaan;5631CA;5631.0;1;47;24.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162248.55655;385428.819607;51.4578885237;5.49149547883
Ajaxlaan;5631CB;5631.0;49;83;18.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162253.1183;385505.064622;51.458573805;5.49156268758
Akebiaweg;5643BE;5643.0;1;28;17.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162580.137892;381587.19835;51.4233531188;5.49618361988
Alard du Hamelstraat;5622CC;5622.0;1;89;47.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160112.554781;385612.6847;51.4595646886;5.46076471844
Alard du Hamelstraat;5622CD;5622.0;4;48;18.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160151.312614;385681.95755;51.4601870049;5.46132341407
Alberdingk Thijmlaan;5615EB;5615.0;1;3;2.0;217;Looiakkers;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161585.85695;381998.770958;51.4270651126;5.48189614983
Alberdingk Thijmlaan;5615EB;5615.0;4;26;9.0;218;Elzent-Zuid;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161585.85695;381998.770958;51.4270651126;5.48189614983
Albertina van Nassaustraat;5616BC;5616.0;1;31;16.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160516.131205;383184.4983;51.4377347233;5.46653361305
Albilaan;5627BB;5627.0;1;12;12.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158523.757128;388194.223;51.4827814497;5.43792970393
Alblasstraat;5626BJ;5626.0;1;47;20.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157525.930861;387829.33485;51.4795069764;5.42356218699
Aldendriel;5653PH;5653.0;49;93;23.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158825.52245;381556.20995;51.4231125989;5.44220165987
Aldendriel;5653PK;5653.0;36;40;4.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158764.00355;381554.679338;51.4230992557;5.44131716605
Alençonlaan;5627TB;5627.0;1;35;15.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158840.543219;389135.17745;51.4912372777;5.44250052011
Aletta Jacobsplein;5612RH;5612.0;93;107;15.0;410;Limbeek-Zuid;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160520.256288;383856.83385;51.4437780843;5.46660349221
Allersma;5655CA;5655.0;1;33;20.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;159077.71545;380610.664203;51.4146116158;5.44581656303
Allersma;5655CC;5655.0;79;117;20.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158820.219475;380347.83;51.4122508883;5.44211229555
Allersma;5655CG;5655.0;38;76;20.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;159003.390699;380538.58245;51.4139642291;5.44474735092
Alsacelaan;5627CD;5627.0;50;94;23.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158976.18915;388134.96102;51.4822457435;5.44444232253
Alsacelaan;5627CE;5627.0;96;146;26.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158879.21765;388368.773102;51.4843480758;5.44304890691
Alzira;5629NJ;5629.0;1;44;31.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161306.149441;389165.2677;51.491485485;5.47800293804
Amalia van Anhaltstraat;5616BG;5616.0;1;31;21.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160513.046438;383113.6631;51.4370980393;5.466488138
Amandelpark;5632WZ;5632.0;73;114;42.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162636.0805;387598.547413;51.4773863156;5.49711843006
Amazonenlaan;5631KW;5631.0;1;29;14.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162650.56425;385530.77628;51.4587996556;5.49728190061
Amazonenlaan;5631KX;5631.0;31;65;18.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162815.43905;386055.809372;51.4635167289;5.49966588605
Ambachtsweg;5627BZ;5627.0;1;29;17.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158588.3555;387796.727724;51.4792080951;5.43885560524
Amerlaan;5626BP;5626.0;2;50;25.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158064.17113;387720.03885;51.4785218714;5.43130927622
Amienslaan;5627PM;5627.0;1;31;16.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159254.723224;389252.6458;51.4922901731;5.44846566125
Amphionpad;5631GH;5631.0;1;7;4.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162195.213;386137.469474;51.4642590153;5.49074246146
Ampèrestraat;5621AP;5621.0;86;120;18.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159839.12515;384879.254085;51.4529745485;5.45682028357
Amsberghof;5615PG;5615.0;1;48;43.0;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160762.25561;382755.60575;51.4338770835;5.47006633393
Amstelstraat;5626BA;5626.0;60;110;26.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158012.1791;388051.598345;51.4815024252;5.43056370989
Amstelstraat;5626BM;5626.0;4;18;8.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158167.679238;388165.5276;51.4825256391;5.43280328427
Amundsenlaan;5623PN;5623.0;1;57;29.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161302.20945;385060.969697;51.4545934412;5.47787256183
Amundsenlaan;5623PP;5623.0;61;123;32.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161312.957303;385117.4182;51.455100717;5.4780282076
Amundsenlaan;5623PS;5623.0;183;245;32.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161298.973876;385247.09535;51.4562664973;5.47782934581
Anconalaan;5633BJ;5633.0;3;23;9.0;546;Bokt;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162954.59155;388719.237912;51.4874553812;5.50172860559
Andriessenstraat;5654KE;5654.0;1;17;17.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159477.24105;380947.485026;51.4176361557;5.45156388651
Andromedaplaats;5632BN;5632.0;1;104;104.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162338.322513;386788.7618;51.4701114045;5.49281545102
André Bretonlaan;5629PP;5629.0;1;7;7.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160683.7002;388912.554807;51.4892205792;5.46903624585
Anemonestraat;5615AL;5615.0;1;45;23.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161952.85148;381691.6485;51.4243000784;5.48716693968
Animalipad;5644BG;5644.0;2;2;1.0;224;Roosten;22;Wijk Kortonjo;2;Stadsdeel Stratum;162521.50047;380286.3104;51.4116606452;5.49531279506
Anjelierstraat;5644PD;5644.0;1;82;75.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162215.833785;381548.4876;51.4230099445;5.49094508442
Anjelierstraat;5644PG;5644.0;2;68;43.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;161992.1149;381556.417124;51.4230840417;5.48772877205
Anna van Engelandstraat;5616AZ;5616.0;8;8;1.0;713;Hagenkamp;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160474.7885;382775.735014;51.4340608881;5.46593266358
Annecyhof;5627DK;5627.0;2;46;23.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158739.3745;388510.0935;51.4856193035;5.44103713843
Annie Romein-Verschoorstraat;5612SG;5612.0;2;40;20.0;410;Limbeek-Zuid;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160475.427926;384069.93545;51.4456940215;5.4659620063
Anodehof;5651HD;5651.0;1;33;26.0;625;Zwaanstraat;62;Wijk Halve Maan;6;Stadsdeel Strijp;158917.63475;384498.066627;51.4495553572;5.44355877718
Antareslaan;5632DZ;5632.0;2;14;7.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162476.499445;387016.09375;51.4721529914;5.49480895192
Anthony van Opbergenstraat;5624AR;5624.0;1;53;45.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159623.67487;386207.82165;51.4649184035;5.45373814261
Antigonelaan;5631LR;5631.0;2;48;24.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162414.53545;385943.306955;51.4625109091;5.49389448248
Antonie van Hemertstraat;5611WJ;5611.0;1;53;27.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161782.0901;383467.295869;51.4402628682;5.4847459971
Antoon Coolenlaan;5644RX;5644.0;2;3;2.0;726;Gennep;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;161193.488705;380796.668;51.4162642488;5.47623331393
Antoon Derkinderenstraat;5613JL;5613.0;3;23;11.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162799.6157;383219.805235;51.4380250831;5.49937530177
Antwerpenlaan;5628XD;5628.0;57;107;26.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161282.9217;388201.664774;51.4828242663;5.47765123392
Antwerpenlaan;5628XE;5628.0;16;42;14.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161330.81955;387852.460653;51.4796848581;5.47833448308
Antwerpenlaan;5628XG;5628.0;44;82;20.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161321.7116;388128.837699;51.482169215;5.47820834886
Apeldoornstraat;5651EN;5651.0;1;1;1.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158656.2614;384204.539386;51.446918699;5.43979568968
Apollovlinderlaan;5641BK;5641.0;2;26;13.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164136.7455;384787.644815;51.4520977469;5.51864661941
Arcachonhof;5627LJ;5627.0;1;8;8.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159186.022394;388173.503;51.4825906592;5.4474635429
Arcadeltstraat;5654LD;5654.0;1;47;24.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160059.83295;381347.944241;51.4212308214;5.45994474928
Arcadeltstraat;5654LE;5654.0;49;89;21.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159978.8649;381273.779593;51.4205649009;5.45877964433
Archimedesstraat;5621AR;5621.0;1;37;19.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159944.577629;384844.02705;51.4526569874;5.45833690635
Ardèchelaan;5627EN;5627.0;2;30;15.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158761.42625;388865.21515;51.4888112186;5.44135842956
Argonautenlaan;5631LJ;5631.0;1;35;13.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162498.7146;385962.517419;51.4626824698;5.49510620929
Argonautenlaan;5631LK;5631.0;37;63;14.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162576.1402;386217.056174;51.4649693923;5.49622583482
Argonautenlaan;5631LL;5631.0;2;24;13.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162513.81025;385873.919146;51.4618858896;5.49532153897
Ariadnelaan;5631BJ;5631.0;1;21;11.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162052.54314;385537.22735;51.4588654539;5.48867735527
Armagnaclaan;5627BK;5627.0;1;71;36.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158587.487921;388020.77205;51.4812219566;5.43884540877
Arnaudinaplein;5645BL;5645.0;51;64;14.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163378.490639;381318.6584;51.4209279954;5.50765545775
Aroldo;5629PZ;5629.0;10;28;10.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161087.81785;388842.228817;51.4885842126;5.47485359437
Asberg;5641LK;5641.0;2;32;16.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164644.86095;383803.69601;51.443244901;5.52592962803
Atletieklaan;5624AZ;5624.0;1;1;1.0;511;Driehoeksbos;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159392.216489;387091.69685;51.4728651087;5.45041839435
Atrechtlaan;5627PG;5627.0;2;28;14.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159245.366633;389284.349;51.4925752126;5.4483313179
Atrechtlaan;5627PH;5627.0;30;56;14.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159306.5467;389353.560415;51.4931968633;5.44921311655
Atrechtlaan;5627PJ;5627.0;58;64;4.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159200.6852;389294.212799;51.4926642107;5.44768805595
Augustijnendreef;5611CS;5611.0;2;46;23.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161788.088675;383308.261;51.4388332846;5.48482920497
Aulislaan;5631BC;5631.0;2;22;11.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162061.117768;385574.2217;51.4591978758;5.48880147524
Aurillaclaan;5627NA;5627.0;1;27;14.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159210.9891;388623.971241;51.4866395719;5.44782837523
Avignonlaan;5627GA;5627.0;1;67;50.0;522;Achtse Barrier-Gunterslaer;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159014.30155;387493.661016;51.4764810516;5.44498364937
Avocadohof;5632XP;5632.0;1;6;6.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163134.375387;387578.748;51.4772013611;5.50429065251
Avondroodstraat;5641HA;5641.0;1;29;15.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164616.851148;384376.38925;51.4483931199;5.52554239407
Azaleastraat;5614GD;5614.0;1;35;18.0;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162161.4598;381950.696345;51.4266259611;5.4901715134
Azaleastraat;5614GE;5614.0;2;32;16.0;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162188.26495;381973.988711;51.4268349871;5.49055740466
Azincourthof;5627TJ;5627.0;1;12;12.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158422.416475;388985.1706;51.4898916245;5.43647850998
BIC;5657BX;5657.0;1;1;1.0;631;BeA2;63;Wijk Meerhoven;6;Stadsdeel Strijp;156324.426;385828.035943;51.4615221158;5.40625875469
Baaldepad;5641WV;5641.0;1;11;11.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164150.84475;383885.478879;51.4439882621;5.51882599571
Baarle Hertoglaan;5628PN;5628.0;1;79;37.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161105.51035;388244.443539;51.4832107439;5.4750979322
Baarsstraat;5615RE;5615.0;3;39;19.0;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160361.033607;382215.593;51.429027049;5.46428824531
Bachlaan;5654HM;5654.0;1;31;19.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159519.20745;381241.548589;51.4202790645;5.45217095466
Bachlaan;5654HN;5654.0;33;69;19.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159531.43755;381049.712667;51.4185546139;5.45234430985
Baekelandplein;5621HH;5621.0;1;24;24.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160237.262028;384826.69465;51.4524985433;5.46254739564
Baffinlaan;5623PK;5623.0;2;28;16.0;432;Oude Toren;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161595.679447;385064.84365;51.4546248996;5.48209486198
Bakkerstraat;5612EL;5612.0;11;35;13.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161036.63369;384692.21365;51.4512817302;5.47404532332
Bakkerstraat;5612EP;5612.0;34;52;11.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160964.313449;384709.5021;51.4514379014;5.47300520236
Baristraat;5632TJ;5632.0;35;87;27.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163075.672825;388513.7838;51.4856069039;5.50346716435
Baristraat;5632TL;5632.0;40;76;19.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163090.537893;388446.7689;51.4850043178;5.50367963345
Baronielaan;5628BP;5628.0;33;65;17.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;159922.936689;387890.583;51.480041618;5.4580682742
Barrierweg;5622CM;5622.0;147;187;21.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160204.08935;385543.359185;51.4589407056;5.46208076701
Barrierweg;5622CP;5622.0;138;178;7.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160223.44115;385638.714441;51.4597976421;5.46236063062
Barrierweg;5622CP;5622.0;2;40;20.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160223.44115;385638.714441;51.4597976421;5.46236063062
Basilicumstraat;5643LC;5643.0;1;12;8.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162650.435019;381270.8981;51.4205090492;5.49718743937
Bastenakenlaan;5628XA;5628.0;1;37;18.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161366.8095;388167.167688;51.4825132407;5.4788582721
Bastenakenlaan;5628XB;5628.0;2;28;14.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161398.93885;388162.737996;51.4824730591;5.47932072807
Bastendorfweg;5625LE;5625.0;1;6;6.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160905.808747;387002.84205;51.4720525611;5.47220208281
Beatrix de Rijkweg;5657EG;5657.0;3;12;8.0;637;Flight Forum;63;Wijk Meerhoven;6;Stadsdeel Strijp;155796.477211;385319.04525;51.4569479731;5.39866068951
Beauvaishof;5627NP;5627.0;1;11;6.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158994.3068;388877.482134;51.4889198738;5.44471160269
